,ID,제품,대분류,중분류,소분류,브랜드,price(mean)
3721,3721,B002-00862-00002,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-00862,3975.0
3722,3722,B002-00862-00003,B002-C001-0002,B002-C002-0003,B002-C003-0014,B002-00862,27020.481927710847
3723,3723,B002-00863-00001,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-00863,9450.0
3724,3724,B002-00863-00002,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-00863,8659.91452991453
3725,3725,B002-00863-00003,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-00863,9450.0
3726,3726,B002-00864-00001,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-00864,1424.434211040738
3727,3727,B002-00864-00002,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-00864,1023.2352941176472
3728,3728,B002-00864-00003,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-00864,9750.0
3729,3729,B002-00864-00005,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-00864,800.0
3730,3730,B002-00864-00006,B002-C001-0005,B002-C002-0011,B002-C003-0052,B002-00864,800.0
3731,3731,B002-00865-00001,B002-C001-0002,B002-C002-0004,B002-C003-0023,B002-00865,919.469114528102
3732,3732,B002-00865-00002,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-00865,6000.0
3733,3733,B002-00865-00003,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-00865,17900.0
3734,3734,B002-00866-00001,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00866,5350.857639853409
3735,3735,B002-00867-00001,B002-C001-0001,B002-C002-0009,B002-C003-0051,B002-00867,39640.088951390084
3736,3736,B002-00867-00002,B002-C001-0001,B002-C002-0009,B002-C003-0051,B002-00867,39304.862234281645
3737,3737,B002-00867-00003,B002-C001-0001,B002-C002-0009,B002-C003-0051,B002-00867,41136.611591955516
3738,3738,B002-00867-00004,B002-C001-0001,B002-C002-0009,B002-C003-0051,B002-00867,41012.00806451613
3739,3739,B002-00867-00005,B002-C001-0001,B002-C002-0009,B002-C003-0051,B002-00867,59412.73006854257
3740,3740,B002-00867-00007,B002-C001-0001,B002-C002-0009,B002-C003-0051,B002-00867,62301.566265060246
3741,3741,B002-00868-00001,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00868,13215.660356722196
3742,3742,B002-00868-00002,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00868,21166.933727271375
3743,3743,B002-00868-00003,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00868,22553.196411835586
3744,3744,B002-00868-00004,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00868,26484.77109751755
3745,3745,B002-00868-00005,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00868,14513.903858265194
3746,3746,B002-00868-00006,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00868,21256.23062720905
3747,3747,B002-00868-00007,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00868,3429.5594217702865
3748,3748,B002-00868-00008,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-00868,17820.098039215685
3749,3749,B002-00868-00009,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00868,26194.615361230957
3750,3750,B002-00868-00010,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-00868,11861.451612903225
3751,3751,B002-00868-00012,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00868,25189.605263157897
3752,3752,B002-00868-00013,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-00868,25026.666666666664
3753,3753,B002-00868-00015,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-00868,21399.29
3754,3754,B002-00868-00016,B002-C001-0004,B002-C002-0009,B002-C003-0047,B002-00868,15480.0
3755,3755,B002-00868-00017,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-00868,9200.0
3756,3756,B002-00868-00018,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-00868,11097.692307692309
3757,3757,B002-00868-00019,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00868,16500.0
3758,3758,B002-00868-00020,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00868,0.0
3759,3759,B002-00869-00001,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-00869,30000.0
3760,3760,B002-00869-00002,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-00869,20813.82978723404
3761,3761,B002-00869-00003,B002-C001-0002,B002-C002-0007,B002-C003-0040,B002-00869,30896.927374301675
3762,3762,B002-00869-00004,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-00869,37000.0
3763,3763,B002-00870-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00870,49263.59790573426
3764,3764,B002-00870-00002,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-00870,0.0
3765,3765,B002-00870-00003,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-00870,0.0
3766,3766,B002-00870-00004,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00870,0.0
3767,3767,B002-00870-00005,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-00870,0.0
3768,3768,B002-00870-00007,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-00870,0.0
3769,3769,B002-00871-00001,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00871,10000.0
3770,3770,B002-00872-00001,B002-C001-0002,B002-C002-0005,B002-C003-0027,B002-00872,2540.0
3771,3771,B002-00873-00001,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00873,23452.90576039424
3772,3772,B002-00873-00002,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00873,31719.121191322523
3773,3773,B002-00873-00003,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00873,26595.137821907756
3774,3774,B002-00873-00004,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00873,24769.07597170183
3775,3775,B002-00873-00005,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00873,2800.0
3776,3776,B002-00873-00006,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00873,51714.28571428571
3777,3777,B002-00873-00007,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00873,20617.182599964086
3778,3778,B002-00873-00008,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00873,165832.43243243243
3779,3779,B002-00873-00011,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00873,31500.0
3780,3780,B002-00873-00012,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00873,32939.303571428565
3781,3781,B002-00873-00013,B002-C001-0001,B002-C002-0001,B002-C003-0005,B002-00873,53143.333333333336
3782,3782,B002-00874-00001,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00874,8340.223880597014
3783,3783,B002-00874-00002,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00874,4336.285413660413
3784,3784,B002-00874-00003,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00874,9235.714285714286
3785,3785,B002-00874-00006,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00874,7450.0
3786,3786,B002-00875-00001,B002-C001-0001,B002-C002-0009,B002-C003-0051,B002-00875,10409.583333333334
3787,3787,B002-00875-00002,B002-C001-0001,B002-C002-0009,B002-C003-0051,B002-00875,11300.0
3788,3788,B002-00875-00003,B002-C001-0001,B002-C002-0009,B002-C003-0051,B002-00875,10800.0
3789,3789,B002-00876-00001,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00876,19075.447957839264
3790,3790,B002-00877-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00877,15000.0
3791,3791,B002-00878-00001,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-00878,2088.3819697820786
3792,3792,B002-00879-00001,B002-C001-0003,B002-C002-0008,B002-C003-0043,B002-00879,271660.75677310245
3793,3793,B002-00879-00002,B002-C001-0003,B002-C002-0008,B002-C003-0044,B002-00879,188154.9295774648
3794,3794,B002-00880-00001,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-00880,4395.666666666667
3795,3795,B002-00881-00001,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00881,7656.644923705347
3796,3796,B002-00881-00002,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00881,47662.098428006335
3797,3797,B002-00881-00003,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00881,45965.1780304122
3798,3798,B002-00881-00004,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00881,32290.909090909092
3799,3799,B002-00881-00005,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00881,43224.132575757576
3800,3800,B002-00881-00006,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00881,192418.35383597884
3801,3801,B002-00881-00007,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00881,41200.87542747003
3802,3802,B002-00881-00008,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00881,55645.55427278891
3803,3803,B002-00881-00009,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00881,8376.6
3804,3804,B002-00881-00010,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-00881,47391.60816960817
3805,3805,B002-00881-00011,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00881,9900.0
3806,3806,B002-00882-00001,B002-C001-0002,B002-C002-0005,B002-C003-0029,B002-00882,6891.193181818182
3807,3807,B002-00882-00002,B002-C001-0002,B002-C002-0005,B002-C003-0024,B002-00882,37800.0
3808,3808,B002-00883-00001,B002-C001-0002,B002-C002-0003,B002-C003-0012,B002-00883,6619.496855345913
3809,3809,B002-00883-00002,B002-C001-0002,B002-C002-0003,B002-C003-0012,B002-00883,5772.727272727273
3810,3810,B002-00884-00001,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-00884,25882.793106065943
3811,3811,B002-00887-00001,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-00887,12099.20634920635
3812,3812,B002-00888-00003,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-00888,22448.9565606807
3813,3813,B002-00889-00001,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00889,70720.0
3814,3814,B002-00890-00001,B002-C001-0002,B002-C002-0004,B002-C003-0019,B002-00890,7900.0
3815,3815,B002-00894-00001,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00894,1233.4952093494576
3816,3816,B002-00894-00002,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00894,3472.186234817814
3817,3817,B002-00894-00003,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00894,1860.2255086378254
3818,3818,B002-00894-00004,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00894,1866.45988307515
3819,3819,B002-00894-00005,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00894,1617.5523034461335
3820,3820,B002-00894-00006,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00894,15065.116383616385
3821,3821,B002-00894-00007,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00894,775.0
3822,3822,B002-00894-00009,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1465.9991235581251
3823,3823,B002-00894-00010,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,800.3964243777692
3824,3824,B002-00894-00011,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,785.4545094728024
3825,3825,B002-00894-00012,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,833.4934600622726
3826,3826,B002-00894-00013,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,684.0414887203074
3827,3827,B002-00894-00014,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,666.2941175278501
3828,3828,B002-00894-00015,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1866.1354855483223
3829,3829,B002-00894-00016,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,2149.5370989356115
3830,3830,B002-00894-00017,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,4306.820507914301
3831,3831,B002-00894-00018,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,385.4166666666667
3832,3832,B002-00894-00019,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,4334.99695848862
3833,3833,B002-00894-00020,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,5497.010639082934
3834,3834,B002-00894-00021,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,5531.6088352049865
3835,3835,B002-00894-00022,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,650.3314393939394
3836,3836,B002-00894-00023,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1497.385913135158
3837,3837,B002-00894-00024,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,2720.835345835635
3838,3838,B002-00894-00025,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,386.98840973840976
3839,3839,B002-00894-00026,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1537.0282846617931
3840,3840,B002-00894-00027,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,2658.8235719710005
3841,3841,B002-00894-00028,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,364.57515718716434
3842,3842,B002-00894-00029,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,465.6514468630921
3843,3843,B002-00894-00030,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1173.678215193652
3844,3844,B002-00894-00031,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,3778.6313642872205
3845,3845,B002-00894-00032,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,4023.5284457282255
3846,3846,B002-00894-00033,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,373.4346248688662
3847,3847,B002-00894-00034,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,5734.913719855058
3848,3848,B002-00894-00035,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,443.17880639677844
3849,3849,B002-00894-00036,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1289.023171413276
3850,3850,B002-00894-00037,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,925.2942434835805
3851,3851,B002-00894-00039,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,2603.667687624298
3852,3852,B002-00894-00040,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,711.5384615384615
3853,3853,B002-00894-00041,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,493.1772732924403
3854,3854,B002-00894-00042,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,2340.1832357636417
3855,3855,B002-00894-00043,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,3491.265394629837
3856,3856,B002-00894-00044,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,458.75
3857,3857,B002-00894-00045,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,601.9570707070707
3858,3858,B002-00894-00046,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,2475.3654755995176
3859,3859,B002-00894-00047,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,2611.309166033273
3860,3860,B002-00894-00048,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,675.1857585139319
3861,3861,B002-00894-00049,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,621.4230769230769
3862,3862,B002-00894-00050,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,2462.5732420969175
3863,3863,B002-00894-00051,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,4840.223135697275
3864,3864,B002-00894-00052,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,687.5
3865,3865,B002-00894-00053,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,647.5081506508204
3866,3866,B002-00894-00054,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,3535.32641214302
3867,3867,B002-00894-00055,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,5201.106662229839
3868,3868,B002-00894-00056,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1379.4770755871227
3869,3869,B002-00894-00057,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,2903.765341400173
3870,3870,B002-00894-00058,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,2855.790950267457
3871,3871,B002-00894-00059,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,572.2350230414747
3872,3872,B002-00894-00060,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,14324.193548387097
3873,3873,B002-00894-00061,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1635.7810066290488
3874,3874,B002-00894-00062,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,978.3315366751609
3875,3875,B002-00894-00063,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1533.0995665556152
3876,3876,B002-00894-00064,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,673.7441978216991
3877,3877,B002-00894-00065,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1570.3385341406265
3878,3878,B002-00894-00066,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,2692.1282381742226
3879,3879,B002-00894-00067,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,293.03942165101336
3880,3880,B002-00894-00068,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,383.0289304500292
3881,3881,B002-00894-00069,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1302.2058044401715
3882,3882,B002-00894-00070,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,2460.7904815007605
3883,3883,B002-00894-00071,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,419.55128205128193
3884,3884,B002-00894-00072,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,416.31459080047784
3885,3885,B002-00894-00073,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1982.1745515597245
3886,3886,B002-00894-00074,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,2099.2522507399713
3887,3887,B002-00894-00075,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1844.4510665603582
3888,3888,B002-00894-00076,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1918.3165300955375
3889,3889,B002-00894-00077,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,4154.726165086748
3890,3890,B002-00894-00078,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,5349.157901824865
3891,3891,B002-00894-00079,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1515.3630604288498
3892,3892,B002-00894-00080,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,535.0295270018989
3893,3893,B002-00894-00081,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,2617.376949252696
3894,3894,B002-00894-00082,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,3392.2363806803723
3895,3895,B002-00894-00083,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1101.3502556577093
3896,3896,B002-00894-00084,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,3367.016801720119
3897,3897,B002-00894-00085,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,2088.733060659717
3898,3898,B002-00894-00086,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,567.9554426722648
3899,3899,B002-00894-00087,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,130.88303550372302
3900,3900,B002-00894-00088,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,113.5637656340552
3901,3901,B002-00894-00089,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,115.29117807984
3902,3902,B002-00894-00090,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00894,26228.844444444447
3903,3903,B002-00894-00091,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00894,10900.0
3904,3904,B002-00894-00092,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00894,1887.4565217391305
3905,3905,B002-00894-00094,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,398.234126984127
3906,3906,B002-00894-00095,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,4242.713016336012
3907,3907,B002-00894-00096,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,612.6157407407406
3908,3908,B002-00894-00097,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,194.98124484009193
3909,3909,B002-00894-00098,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1754.7344131820498
3910,3910,B002-00894-00099,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,3192.842760180996
3911,3911,B002-00894-00100,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,3565.605489417989
3912,3912,B002-00894-00101,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,478.18610665342544
3913,3913,B002-00894-00103,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,454.09987573780677
3914,3914,B002-00894-00104,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,352.3705004389816
3915,3915,B002-00894-00105,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,622.4724592239536
3916,3916,B002-00894-00106,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,591.3611617379329
3917,3917,B002-00894-00107,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,8249.046763320337
3918,3918,B002-00894-00108,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,5081.210020425506
3919,3919,B002-00894-00110,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,3989.204092716854
3920,3920,B002-00894-00112,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,575.4216944929276
3921,3921,B002-00894-00113,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,4400.979047855249
3922,3922,B002-00894-00114,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,236.6379310344828
3923,3923,B002-00894-00115,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,517.0740255633393
3924,3924,B002-00894-00116,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,417.5026898597189
3925,3925,B002-00894-00117,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,592.2566371681417
3926,3926,B002-00894-00118,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,725.1708392818484
3927,3927,B002-00894-00119,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00894,1270.833333333333
3928,3928,B002-00894-00120,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00894,18900.0
3929,3929,B002-00894-00121,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,3397.5950345950346
3930,3930,B002-00894-00122,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,455.0275974025974
3931,3931,B002-00894-00123,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,581.211050284077
3932,3932,B002-00894-00124,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,588.2571236663308
3933,3933,B002-00894-00125,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,527.521568627451
3934,3934,B002-00894-00126,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,603.0665338244664
3935,3935,B002-00894-00127,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,332.9887218045113
3936,3936,B002-00894-00128,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,207.37878787878788
3937,3937,B002-00894-00129,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,337.17351968553066
3938,3938,B002-00894-00130,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,358.820061465689
3939,3939,B002-00894-00131,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,909.6829671488114
3940,3940,B002-00894-00132,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,683.3501024846393
3941,3941,B002-00894-00133,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,676.851851851852
3942,3942,B002-00894-00134,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,342.3157327586207
3943,3943,B002-00894-00135,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,3155.7434451508498
3944,3944,B002-00894-00136,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1280.6518308080806
3945,3945,B002-00894-00137,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1900.450870623471
3946,3946,B002-00894-00138,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,398.66308243727605
3947,3947,B002-00894-00139,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,518.6917257683216
3948,3948,B002-00894-00140,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,378.4083897411413
3949,3949,B002-00894-00141,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,555.7422969187675
3950,3950,B002-00894-00142,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,334.4363064236111
3951,3951,B002-00894-00143,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,683.1751675328281
3952,3952,B002-00894-00144,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,1561.8284818629647
3953,3953,B002-00894-00145,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,372.1043057058682
3954,3954,B002-00894-00146,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,329.1700879765396
3955,3955,B002-00894-00147,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,727.4678988413544
3956,3956,B002-00894-00148,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,215.51724137931035
3957,3957,B002-00894-00150,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,889.1304347826087
3958,3958,B002-00894-00152,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,470.8333333333333
3959,3959,B002-00894-00153,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,616.2734408448695
3960,3960,B002-00894-00154,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,661.875
3961,3961,B002-00894-00155,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,779.8582775919733
3962,3962,B002-00894-00157,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,805.1890756302523
3963,3963,B002-00894-00161,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,0.0
3964,3964,B002-00894-00162,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,301.07876619504526
3965,3965,B002-00894-00163,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,215.51724137931035
3966,3966,B002-00894-00164,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-00894,0.0
3967,3967,B002-00894-00165,B002-C001-0002,B002-C002-0005,B002-C003-0041,B002-00894,421.875
3968,3968,B002-00896-00001,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00896,0.0
3969,3969,B002-00896-00002,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-00896,0.0
3970,3970,B002-00897-00001,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-00897,6872.267992424242
3971,3971,B002-00898-00001,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-00898,8018.75
